price,neighbourhood,latitude,longitude,property_type,bathrooms,bedrooms,beds,host_is_superhost,parking,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
45,18.0,40.7033799999999,-73.91374,1.0,1.0,1,1,0.0,0.0,0,1,0
81,80.0,40.81894,-73.93871,1.0,1.0,1,1,0.0,1.0,0,1,0
49,18.0,40.61814,-73.97078,1.0,1.0,1,1,0.0,0.0,1,0,0
120,128.0,40.6801,-73.97918,1.0,1.0,2,2,0.0,1.0,1,0,0
130,79.0,40.8253599999999,-73.94383,1.0,1.0,1,1,0.0,0.0,1,0,0
130,58.0,40.6605799999999,-73.95825,1.0,1.0,2,2,0.0,0.0,1,0,0
150,173.0,40.83206,-73.94261,1.0,1.0,1,1,0.0,0.0,1,0,0
300,22.0,40.68781,-73.91421,21.0,3.0,4,4,0.0,1.0,1,0,0
75,18.0,40.6777,-73.98106,1.0,1.0,1,1,0.0,0.0,0,1,0
70,101.0,40.73909,-73.9788,1.0,1.0,1,1,0.0,0.0,0,1,0
300,101.0,40.71966,-73.9923599999999,1.0,1.0,1,1,0.0,1.0,1,0,0
60,155.0,40.74137,-73.9234,1.0,1.0,1,1,0.0,0.0,0,1,0
158,18.0,40.67711,-73.99577,1.0,1.5,1,2,0.0,0.0,0,1,0
184,100.0,40.71855,-73.9895,1.0,1.0,1,2,0.0,0.0,1,0,0
50,101.0,40.83721,-73.93894,1.0,1.0,1,1,0.0,0.0,0,1,0
120,101.0,40.81287,-73.95186,1.0,1.0,1,1,0.0,1.0,1,0,0
98,10.0,40.6966599999999,-73.93548,1.0,1.0,1,1,0.0,0.0,1,0,0
150,101.0,40.7339099999999,-73.98552,1.0,1.0,1,1,0.0,1.0,1,0,0
100,42.0,40.6737,-73.95913,1.0,1.0,1,1,0.0,1.0,1,0,0
85,18.0,40.71187,-73.96342,1.0,1.0,1,1,1.0,1.0,0,1,0
200,101.0,40.72699,-73.98694,1.0,1.0,2,2,0.0,0.0,1,0,0
450,101.0,40.78283,-73.98396,1.0,2.5,2,2,0.0,0.0,1,0,0
250,18.0,40.71932,-73.95446,1.0,1.0,1,1,0.0,0.0,1,0,0
100,128.0,40.6652599999999,-73.98449,1.0,1.0,1,1,1.0,0.0,0,1,0
50,50.0,40.7960099999999,-73.93454,1.0,1.0,1,1,0.0,0.0,0,1,0
80,80.0,40.80133,-73.95251,1.0,1.0,1,1,0.0,0.0,0,1,0
150,18.0,40.69374,-73.96727,1.0,1.0,2,1,0.0,1.0,1,0,0
80,181.0,40.7168099999999,-73.96141,1.0,1.0,1,1,0.0,0.0,0,1,0
90,18.0,40.70784,-73.94698,1.0,1.0,1,1,1.0,1.0,0,1,0
91,32.0,40.68606,-73.95832,21.0,1.0,1,1,1.0,1.0,1,0,0
85,101.0,40.7061,-74.0157,1.0,1.0,1,1,0.0,0.0,0,1,0
50,3.0,40.75529,-73.92961,3.0,1.0,1,1,0.0,0.0,0,1,0
160,101.0,40.73204,-74.00399,1.0,1.0,1,1,0.0,0.0,1,0,0
60,101.0,40.81165,-73.95639,1.0,1.5,1,1,0.0,0.0,0,1,0
150,58.0,40.66205,-73.96301,1.0,1.0,1,2,0.0,0.0,1,0,0
90,18.0,40.71178,-73.94617,1.0,1.0,1,1,0.0,0.0,0,1,0
225,111.0,40.74801,-73.98817,23.0,1.0,1,2,0.0,0.0,1,0,0
290,139.0,40.70054,-73.83781,21.0,2.0,4,4,0.0,1.0,1,0,0
139,101.0,40.84239,-73.93574,1.0,1.0,1,2,0.0,0.0,1,0,0
295,6.0,40.63314,-74.02896,21.0,2.0,4,5,0.0,1.0,1,0,0
100,101.0,40.72299,-73.99344,1.0,1.0,1,1,0.0,0.0,0,1,0
80,181.0,40.71082,-73.9427599999999,1.0,1.0,1,1,0.0,0.0,0,1,0
135,168.0,40.77689,-73.98103,1.0,1.0,1,2,0.0,0.0,1,0,0
100,101.0,40.7378299999999,-73.99383,1.0,1.0,1,1,0.0,0.0,0,1,0
175,18.0,40.71084,-73.96557,1.0,1.0,1,1,0.0,0.0,1,0,0
50,18.0,40.70569,-73.95329,1.0,1.0,1,1,0.0,0.0,0,1,0
169,101.0,40.73592,-74.00492,1.0,1.0,1,1,0.0,0.0,1,0,0
173,18.0,40.66561,-73.98843,29.0,2.0,4,5,0.0,0.0,1,0,0
27,18.0,40.62787,-73.9427599999999,1.0,1.0,1,1,0.0,0.0,0,0,1
150,168.0,40.79828,-73.97231,1.0,1.0,2,2,0.0,0.0,1,0,0
205,18.0,40.66016,-73.95382,29.0,2.0,4,4,0.0,1.0,1,0,0
145,119.0,40.74522,-73.97505,1.0,1.0,1,1,0.0,0.0,1,0,0
88,23.0,40.64372,-73.90361,21.0,1.5,1,1,1.0,1.0,0,1,0
179,64.0,40.6882,-73.97719,1.0,1.0,1,2,0.0,0.0,1,0,0
165,135.0,40.67904,-73.967,12.0,1.0,1,1,0.0,0.0,1,0,0
89,18.0,40.68402,-73.96637,1.0,1.0,1,1,0.0,0.0,0,1,0
240,101.0,40.78071,-73.95309,1.0,2.0,2,1,0.0,1.0,1,0,0
95,10.0,40.69154,-73.95544,1.0,1.0,1,2,0.0,0.0,1,0,0
99,181.0,40.71018,-73.94988,1.0,1.0,1,1,0.0,0.0,0,1,0
70,18.0,40.7016799999999,-73.92845,1.0,1.0,1,1,0.0,1.0,0,1,0
99,18.0,40.70323,-73.92836,1.0,2.0,2,1,0.0,0.0,1,0,0
120,101.0,40.73082,-73.98182,1.0,1.0,2,2,0.0,1.0,1,0,0
300,176.0,40.73608,-74.00039,1.0,1.0,2,2,0.0,0.0,1,0,0
59,136.0,40.70945,-73.8313199999999,1.0,1.0,1,1,1.0,1.0,0,1,0
100,10.0,40.68657,-73.94072,1.0,1.0,1,1,0.0,0.0,1,0,0
150,101.0,40.7611,-73.99316,1.0,1.0,2,2,0.0,0.0,1,0,0
400,101.0,40.73857,-73.9978699999999,1.0,4.0,4,6,0.0,0.0,1,0,0
250,18.0,40.68018,-73.9755699999999,1.0,2.0,2,2,0.0,0.0,1,0,0
85,80.0,40.80132,-73.9547,1.0,1.0,1,1,0.0,0.0,0,1,0
125,18.0,40.71162,-73.94551,1.0,1.0,1,1,0.0,0.0,0,1,0
179,18.0,40.68356,-73.95851,1.0,1.0,3,3,0.0,1.0,1,0,0
197,52.0,40.73037,-73.98158,1.0,1.0,3,3,0.0,1.0,1,0,0
68,18.0,40.68385,-73.96748,1.0,1.0,1,1,0.0,0.0,0,1,0
69,18.0,40.6046,-73.9777199999999,1.0,1.0,1,1,0.0,1.0,0,1,0
125,81.0,40.76127,-73.99161,1.0,1.0,1,1,0.0,0.0,1,0,0
130,59.0,40.73969,-73.9944699999999,1.0,1.0,1,1,0.0,0.0,0,1,0
97,101.0,40.79435,-73.94071,1.0,1.0,1,1,0.0,0.0,0,1,0
50,22.0,40.7016099999999,-73.92919,1.0,1.0,1,3,0.0,1.0,0,0,1
175,10.0,40.68566,-73.95808,1.0,1.0,2,2,0.0,0.0,1,0,0
145,119.0,40.74912,-73.98007,1.0,1.0,2,2,0.0,0.0,1,0,0
100,80.0,40.82875,-73.94574,1.0,1.0,1,1,0.0,0.0,0,1,0
130,111.0,40.75885,-73.99584,1.0,1.0,1,1,0.0,0.0,0,1,0
125,181.0,40.70877,-73.94889,1.0,1.0,1,2,0.0,0.0,1,0,0
130,101.0,40.72227,-73.99526,1.0,1.0,1,1,0.0,0.0,1,0,0
44,3.0,40.76177,-73.92627,1.0,1.0,1,1,1.0,1.0,0,1,0
190,18.0,40.69207,-73.92312,1.0,1.0,1,1,0.0,0.0,1,0,0
60,100.0,40.71748,-73.98364,1.0,1.0,1,1,0.0,0.0,0,1,0
199,18.0,40.6613599999999,-73.98437,1.0,1.0,1,2,0.0,0.0,1,0,0
45,103.0,40.87495,-73.90982,21.0,1.0,1,1,0.0,0.0,0,1,0
220,18.0,40.68623,-73.96755,1.0,2.0,2,2,0.0,0.0,1,0,0
180,18.0,40.72006,-73.95694,1.0,1.0,1,1,0.0,0.0,1,0,0
108,52.0,40.72354,-73.9819,1.0,1.0,1,1,0.0,0.0,0,1,0
150,61.0,40.75529,-73.83043,1.0,1.0,1,1,0.0,0.0,1,0,0
100,27.0,40.7465,-73.991,1.0,1.0,1,1,0.0,0.0,0,1,0
200,10.0,40.6913,-73.92934,21.0,3.5,4,4,0.0,1.0,1,0,0
175,58.0,40.63485,-73.96208,1.0,1.0,1,1,0.0,1.0,1,0,0
180,101.0,40.75335,-73.99525,1.0,1.0,1,1,0.0,0.0,1,0,0
250,101.0,40.7142,-73.99119,1.0,1.0,2,2,1.0,0.0,1,0,0
99,157.0,40.8198,-73.90341,21.0,1.5,1,3,0.0,0.0,0,1,0
75,18.0,40.65972,-73.9937,1.0,1.0,1,1,0.0,0.0,0,1,0
150,24.0,40.67885,-74.00027,1.0,1.0,2,3,0.0,0.0,1,0,0
49,155.0,40.74573,-73.9226099999999,1.0,1.0,1,1,0.0,0.0,0,1,0
100,52.0,40.72132,-73.98263,1.0,1.0,1,1,0.0,0.0,1,0,0
110,181.0,40.71056,-73.94906,1.0,1.0,1,1,0.0,0.0,0,1,0
45,136.0,40.75929,-73.9173,1.0,1.0,1,1,0.0,0.0,0,1,0
399,80.0,40.80144,-73.95193,1.0,2.0,4,6,0.0,0.0,1,0,0
103,181.0,40.71506,-73.9618199999999,21.0,1.0,1,1,0.0,0.0,0,1,0
86,138.0,40.7262,-73.8672,29.0,1.0,1,1,0.0,0.0,1,0,0
110,44.0,40.78112,-73.91079,1.0,1.0,1,2,0.0,1.0,1,0,0
160,18.0,40.70264,-73.91702,1.0,1.0,2,2,0.0,0.0,1,0,0
50,136.0,40.77583,-73.9131,1.0,1.0,1,1,0.0,1.0,0,1,0
55,64.0,40.68881,-73.97391,1.0,1.0,1,1,0.0,0.0,0,1,0
100,18.0,40.6686599999999,-73.98214,1.0,1.0,1,1,0.0,0.0,0,1,0
100,101.0,40.7669999999999,-73.95456,1.0,1.0,1,1,0.0,0.0,0,1,0
450,101.0,40.75549,-73.97149,1.0,1.0,1,1,0.0,0.0,1,0,0
80,18.0,40.67547,-73.95711,1.0,2.0,1,1,0.0,0.0,0,1,0
120,101.0,40.80748,-73.94922,29.0,1.0,2,2,0.0,0.0,1,0,0
250,128.0,40.6669,-73.97827,1.0,2.0,2,1,0.0,0.0,1,0,0
85,3.0,40.7656099999999,-73.92056,1.0,1.0,1,1,0.0,0.0,0,1,0
100,101.0,40.72879,-73.98575,1.0,1.0,1,1,0.0,0.0,0,1,0
170,167.0,40.77878,-73.94491,1.0,1.0,2,2,0.0,0.0,1,0,0
50,12.0,40.61625,-73.9916,21.0,1.0,1,1,0.0,0.0,0,1,0
45,18.0,40.69093,-73.91291,1.0,1.0,1,1,0.0,0.0,0,1,0
48,18.0,40.66079,-73.9342,1.0,1.0,1,1,1.0,0.0,0,1,0
43,49.0,40.6605799999999,-73.93383,1.0,1.0,1,1,1.0,0.0,0,1,0
47,18.0,40.66037,-73.93316,1.0,1.0,1,1,1.0,1.0,0,1,0
260,101.0,40.74558,-74.00325,12.0,1.0,2,4,0.0,1.0,1,0,0
75,18.0,40.638,-73.9674199999999,1.0,1.0,1,2,0.0,0.0,1,0,0
160,119.0,40.7478599999999,-73.97277,1.0,1.0,1,1,0.0,0.0,0,0,1
159,157.0,40.88238,-73.90689,1.0,1.0,2,2,0.0,1.0,1,0,0
50,18.0,40.68354,-73.92612,1.0,1.0,1,1,0.0,0.0,0,1,0
100,18.0,40.6637,-73.94644,1.0,1.0,1,1,0.0,0.0,1,0,0
60,18.0,40.68972,-73.95629,1.0,1.0,1,1,0.0,0.0,1,0,0
80,18.0,40.68701,-73.99054,1.0,1.0,1,1,0.0,0.0,0,1,0
115,14.0,40.68542,-73.98916,1.0,1.0,1,2,0.0,0.0,1,0,0
109,101.0,40.80352,-73.95079,1.0,1.0,1,2,0.0,0.0,1,0,0
25,18.0,40.6691299999999,-73.93199,1.0,1.0,1,1,0.0,1.0,0,1,0
280,135.0,40.67731,-73.96683,12.0,2.0,3,4,1.0,1.0,1,0,0
120,136.0,40.76774,-73.92414,1.0,1.0,1,3,0.0,0.0,1,0,0
98,18.0,40.71444,-73.96024,1.0,1.0,1,1,0.0,0.0,1,0,0
55,18.0,40.68814,-73.93089,21.0,1.0,1,1,1.0,1.0,0,1,0
100,140.0,40.70737,-73.91439,1.0,1.0,2,2,0.0,1.0,1,0,0
120,101.0,40.71937,-73.99098,1.0,1.0,1,1,0.0,0.0,1,0,0
150,18.0,40.73401,-73.9547099999999,12.0,1.0,1,1,0.0,0.0,1,0,0
60,18.0,40.71458,-73.96181,1.0,1.0,1,1,1.0,0.0,0,1,0
200,101.0,40.74798,-73.9814,1.0,1.5,1,1,0.0,0.0,0,1,0
256,168.0,40.77818,-73.98959,1.0,2.0,2,3,0.0,0.0,1,0,0
145,101.0,40.7412099999999,-74.0012199999999,1.0,1.0,1,1,0.0,0.0,1,0,0
100,18.0,40.70799,-73.94888,1.0,1.0,1,1,0.0,0.0,0,1,0
95,90.0,40.6345,-73.9727099999999,1.0,1.0,2,2,0.0,0.0,0,1,0
55,10.0,40.6849099999999,-73.94919,1.0,1.0,1,1,0.0,0.0,0,1,0
70,101.0,40.8165599999999,-73.96122,1.0,0.5,1,1,0.0,0.0,0,1,0
100,181.0,40.71085,-73.94894,1.0,1.0,2,2,0.0,0.0,1,0,0
40,10.0,40.68675,-73.94497,1.0,1.0,1,1,0.0,0.0,0,1,0
70,3.0,40.7570599999999,-73.91834,1.0,1.0,1,1,0.0,0.0,0,1,0
150,156.0,40.64465,-74.01881,1.0,1.0,1,1,0.0,0.0,0,1,0
75,75.0,40.73511,-73.95551,1.0,1.0,1,1,0.0,0.0,0,1,0
85,18.0,40.69545,-73.92336,1.0,1.0,1,1,0.0,0.0,1,0,0
124,101.0,40.79596,-73.94958,1.0,1.0,1,1,0.0,0.0,1,0,0
195,18.0,40.69009,-73.99355,21.0,2.0,2,3,0.0,0.0,1,0,0
60,101.0,40.81791,-73.95357,1.0,1.0,1,1,0.0,0.0,0,1,0
225,176.0,40.7342,-74.00854,12.0,2.0,1,1,0.0,0.0,1,0,0
119,18.0,40.71128,-73.954,1.0,1.0,1,1,0.0,0.0,1,0,0
70,18.0,40.66922,-73.94682,1.0,1.0,1,1,0.0,1.0,1,0,0
75,3.0,40.7665,-73.91759,1.0,1.0,1,1,0.0,0.0,0,1,0
150,136.0,40.76964,-73.91402,1.0,1.5,1,1,0.0,0.0,1,0,0
145,64.0,40.69297,-73.9741,1.0,1.0,2,1,0.0,0.0,1,0,0
115,18.0,40.70965,-73.94411,1.0,2.0,1,1,0.0,0.0,0,1,0
130,58.0,40.65577,-73.95903,1.0,1.0,1,2,0.0,0.0,1,0,0
110,111.0,40.75861,-73.96939,1.0,1.0,1,1,0.0,0.0,0,1,0
130,101.0,40.79745,-73.96936,17.0,1.0,1,2,0.0,1.0,1,0,0
105,136.0,40.6851099999999,-73.76012,21.0,1.0,1,1,1.0,0.0,1,0,0
150,101.0,40.72835,-74.00259,1.0,1.0,1,1,0.0,0.0,1,0,0
100,136.0,40.70966,-73.90064,1.0,1.0,2,2,0.0,1.0,1,0,0
150,101.0,40.7696599999999,-73.95319,1.0,1.0,2,2,0.0,0.0,1,0,0
55,173.0,40.83705,-73.9399,1.0,1.0,1,1,0.0,0.0,0,1,0
295,18.0,40.7154,-73.93866,21.0,1.5,3,3,0.0,1.0,1,0,0
140,101.0,40.73643,-74.0035099999999,1.0,1.0,2,2,0.0,0.0,1,0,0
45,18.0,40.71354,-73.9388199999999,1.0,1.0,1,1,0.0,0.0,0,1,0
75,18.0,40.68247,-73.94243,1.0,1.0,1,1,0.0,0.0,0,1,0
110,28.0,40.71968,-73.9968,1.0,1.0,1,1,0.0,0.0,0,1,0
75,58.0,40.65894,-73.95947,1.0,1.0,1,1,0.0,0.0,0,1,0
125,57.0,40.70793,-74.00411,1.0,1.0,1,1,0.0,0.0,0,1,0
130,167.0,40.76644,-73.95803,1.0,1.0,1,1,0.0,0.0,1,0,0
50,136.0,40.74375,-73.90678,1.0,1.0,1,2,0.0,1.0,0,1,0
270,18.0,40.72298,-73.94545,1.0,2.0,3,4,0.0,1.0,1,0,0
78,87.0,40.87211,-73.91544,1.0,1.0,1,1,0.0,1.0,1,0,0
59,42.0,40.67852,-73.9557,1.0,1.0,1,1,0.0,0.0,0,1,0
140,18.0,40.72278,-73.94478,12.0,2.0,2,2,0.0,0.0,1,0,0
59,18.0,40.73632,-73.95445,1.0,1.0,1,1,0.0,0.0,0,1,0
89,155.0,40.74589,-73.91956,1.0,1.0,1,2,0.0,0.0,1,0,0
50,101.0,40.86623,-73.91993,1.0,1.0,1,1,0.0,0.0,0,1,0
85,18.0,40.69393,-73.94438,1.0,1.0,1,1,0.0,0.0,0,1,0
375,101.0,40.77824,-73.9770099999999,1.0,1.0,1,2,0.0,0.0,1,0,0
120,101.0,40.73727,-73.98432,1.0,1.0,1,1,0.0,0.0,1,0,0
102,18.0,40.70995,-73.96609,1.0,1.0,2,2,0.0,1.0,1,0,0
85,113.0,40.61291,-73.94972,1.0,1.0,1,1,0.0,0.0,1,0,0
80,137.0,40.6772799999999,-74.00572,1.0,1.0,2,2,0.0,0.0,1,0,0
35,18.0,40.67659,-74.00643,1.0,1.0,1,1,0.0,1.0,0,1,0
148,18.0,40.65348,-73.95978,1.0,1.0,1,1,0.0,1.0,0,1,0
389,181.0,40.7129599999999,-73.96148,1.0,2.0,4,4,0.0,0.0,1,0,0
89,181.0,40.71481,-73.96262,1.0,2.0,1,1,0.0,0.0,0,1,0
250,18.0,40.67702,-73.96261,12.0,2.0,3,5,0.0,0.0,1,0,0
125,101.0,40.79304,-73.97725,1.0,1.0,1,1,0.0,0.0,0,1,0
81,101.0,40.8334,-73.93913,1.0,1.0,1,1,0.0,1.0,0,1,0
80,101.0,40.72949,-73.98012,1.0,1.0,1,1,0.0,0.0,0,1,0
200,18.0,40.67367,-73.96079,1.0,2.0,2,2,0.0,1.0,1,0,0
130,95.0,40.66233,-73.9615,1.0,1.0,1,1,0.0,0.0,1,0,0
95,101.0,40.73728,-74.00773,1.0,1.0,1,1,0.0,0.0,1,0,0
40,10.0,40.68587,-73.92094,1.0,1.5,1,1,0.0,0.0,0,1,0
120,18.0,40.65303,-73.96164,1.0,1.0,2,2,0.0,0.0,1,0,0
50,18.0,40.6892,-73.96976,1.0,1.0,1,1,0.0,0.0,0,1,0
460,101.0,40.79866,-73.9681,1.0,2.0,2,3,0.0,0.0,1,0,0
135,88.0,40.75129,-73.88784,12.0,1.0,1,1,1.0,1.0,1,0,0
125,18.0,40.68636,-73.96207,1.0,1.0,1,2,0.0,1.0,1,0,0
69,101.0,40.84872,-73.93633,1.0,1.0,1,1,0.0,0.0,0,1,0
59,101.0,40.76806,-73.95227,1.0,1.0,1,1,0.0,0.0,0,1,0
150,22.0,40.7027,-73.9251199999999,1.0,1.0,1,2,0.0,0.0,1,0,0
69,18.0,40.70412,-73.93555,1.0,1.0,1,1,0.0,0.0,0,1,0
275,64.0,40.6886,-73.97409,29.0,2.5,2,2,0.0,0.0,1,0,0
99,27.0,40.74733,-73.99023,1.0,0.5,1,1,0.0,0.0,0,1,0
65,181.0,40.71647,-73.93824,1.0,1.0,1,1,0.0,0.0,0,1,0
150,176.0,40.73185,-74.00271,1.0,1.0,1,1,0.0,0.0,1,0,0
59,18.0,40.70299,-73.93585,1.0,1.0,1,1,0.0,0.0,0,1,0
275,18.0,40.6827599999999,-74.00016,1.0,1.0,2,2,0.0,0.0,1,0,0
215,100.0,40.71966,-73.9816599999999,1.0,1.0,1,1,0.0,0.0,1,0,0
135,100.0,40.72082,-73.98592,1.0,1.0,1,1,0.0,0.0,0,1,0
200,101.0,40.78787,-73.97116,1.0,1.5,3,3,0.0,0.0,1,0,0
82,80.0,40.81103,-73.95804,1.0,1.0,1,1,0.0,0.0,0,1,0
105,101.0,40.85151,-73.93789,1.0,1.0,1,2,0.0,0.0,1,0,0
52,181.0,40.70954,-73.94808,1.0,1.0,1,1,0.0,1.0,0,1,0
250,18.0,40.6613,-73.94457,12.0,2.0,3,5,0.0,1.0,1,0,0
145,101.0,40.8395,-73.9447,1.0,1.0,1,1,0.0,0.0,0,1,0
40,18.0,40.67416,-73.99955,1.0,1.0,1,1,0.0,0.0,0,1,0
245,101.0,40.729,-74.00066,1.0,1.0,2,2,0.0,1.0,1,0,0
120,18.0,40.72982,-73.95503,1.0,1.0,1,1,0.0,0.0,1,0,0
250,100.0,40.71905,-73.98487,1.0,1.0,1,2,0.0,0.0,1,0,0
295,18.0,40.71332,-73.9495199999999,29.0,2.5,3,4,0.0,1.0,1,0,0
120,10.0,40.68382,-73.9215,12.0,1.0,2,2,0.0,0.0,1,0,0
40,18.0,40.73376,-73.95443,1.0,1.0,1,1,0.0,0.0,0,1,0
55,10.0,40.68645,-73.92425,1.0,1.0,1,1,0.0,0.0,0,1,0
130,57.0,40.70892,-74.01325,1.0,1.0,1,2,0.0,0.0,1,0,0
185,80.0,40.82094,-73.95622,1.0,1.0,1,2,0.0,1.0,0,1,0
245,18.0,40.70212,-73.9851,1.0,1.0,2,2,0.0,1.0,1,0,0
215,18.0,40.66722,-73.97811,1.0,1.0,2,2,0.0,0.0,1,0,0
250,18.0,40.68338,-73.98657,1.0,2.0,3,3,1.0,1.0,1,0,0
80,18.0,40.69468,-73.94729,1.0,1.0,1,2,0.0,0.0,0,1,0
74,18.0,40.71117,-73.9529199999999,1.0,1.0,1,1,0.0,0.0,0,1,0
88,18.0,40.66689,-73.9588199999999,1.0,1.0,1,1,0.0,0.0,1,0,0
150,168.0,40.78748,-73.98023,1.0,1.0,1,1,0.0,0.0,1,0,0
55,136.0,40.77199,-73.93159,1.0,1.0,1,1,0.0,0.0,0,1,0
259,168.0,40.7787,-73.98088,1.0,1.0,1,2,0.0,0.0,1,0,0
100,101.0,40.7214,-73.99635,1.0,1.0,1,1,1.0,0.0,0,1,0
125,75.0,40.72424,-73.95303,1.0,1.0,1,1,0.0,0.0,1,0,0
85,58.0,40.65194,-73.95997,1.0,1.0,1,2,0.0,0.0,1,0,0
75,79.0,40.83019,-73.94991,1.0,1.0,1,1,0.0,0.0,0,1,0
190,81.0,40.76308,-73.99,1.0,1.0,1,1,0.0,0.0,0,1,0
198,100.0,40.71952,-73.98535,1.0,1.0,1,1,0.0,0.0,1,0,0
300,3.0,40.76257,-73.92634,12.0,1.0,1,1,0.0,1.0,1,0,0
50,22.0,40.69296,-73.9242,1.0,1.0,1,1,0.0,0.0,0,1,0
35,10.0,40.6866599999999,-73.91972,1.0,2.0,1,1,0.0,0.0,0,1,0
80,181.0,40.71314,-73.95535,1.0,1.0,1,1,0.0,0.0,0,1,0
200,10.0,40.68786,-73.95211,29.0,3.0,3,3,0.0,0.0,1,0,0
110,18.0,40.72253,-73.94733,23.0,1.0,1,1,0.0,0.0,0,1,0
95,111.0,40.7560299999999,-73.99247,1.0,1.0,1,1,0.0,0.0,1,0,0
75,18.0,40.70748,-73.95503,1.0,1.0,1,1,0.0,0.0,0,1,0
50,80.0,40.82878,-73.94625,1.0,1.0,1,1,0.0,1.0,0,1,0
120,145.0,40.58804,-73.95674,1.0,1.0,2,7,0.0,0.0,1,0,0
50,58.0,40.63967,-73.96424,1.0,1.5,1,1,0.0,1.0,0,1,0
95,75.0,40.73659,-73.95354,1.0,1.0,1,1,0.0,0.0,1,0,0
180,111.0,40.76003,-73.96969,1.0,1.0,1,2,0.0,0.0,1,0,0
350,101.0,40.74508,-73.97854,1.0,3.0,3,2,0.0,0.0,1,0,0
89,18.0,40.61679,-73.95521,1.0,1.0,1,1,0.0,0.0,1,0,0
62,181.0,40.71909,-73.9581099999999,1.0,1.0,1,1,0.0,0.0,0,1,0
93,101.0,40.80054,-73.9549699999999,1.0,1.0,1,1,0.0,0.0,1,0,0
120,18.0,40.65146,-73.96634,1.0,1.0,1,1,0.0,1.0,1,0,0
450,18.0,40.69439,-73.96898,21.0,2.0,4,5,0.0,0.0,1,0,0
155,27.0,40.74138,-74.00072,1.0,1.0,1,2,0.0,0.0,1,0,0
45,173.0,40.84666,-73.9379,1.0,1.0,1,1,0.0,0.0,0,1,0
85,136.0,40.70588,-73.91464,1.0,1.0,1,1,0.0,0.0,0,1,0
59,18.0,40.66036,-73.98214,1.0,1.0,1,1,0.0,0.0,0,1,0
75,22.0,40.70035,-73.92316,1.0,1.0,1,1,0.0,0.0,0,1,0
80,136.0,40.72597,-73.86131,29.0,1.0,1,1,0.0,0.0,0,1,0
105,10.0,40.68512,-73.95767,1.0,1.0,1,1,0.0,1.0,1,0,0
47,18.0,40.7037599999999,-73.91765,1.0,1.0,1,1,1.0,0.0,0,1,0
47,18.0,40.70393,-73.91679,1.0,1.0,1,1,1.0,0.0,0,1,0
45,101.0,40.7339,-73.97743,1.0,1.0,1,1,0.0,0.0,0,1,0
100,52.0,40.72714,-73.97894,1.0,1.0,1,1,0.0,0.0,0,1,0
85,56.0,40.73713,-73.8741,21.0,0.5,1,1,0.0,0.0,0,1,0
90,18.0,40.71761,-73.9641,1.0,1.0,1,1,0.0,0.0,0,1,0
172,80.0,40.8122,-73.95246,1.0,1.5,1,2,0.0,0.0,0,1,0
198,176.0,40.73323,-74.00434,1.0,1.0,1,1,0.0,0.0,1,0,0
230,75.0,40.72532,-73.95338,1.0,1.0,2,2,0.0,1.0,1,0,0
285,18.0,40.68391,-73.99583,12.0,2.0,2,2,1.0,1.0,1,0,0
180,181.0,40.71199,-73.9602199999999,1.0,1.0,1,2,0.0,0.0,1,0,0
90,80.0,40.80152,-73.9509,1.0,1.0,1,1,0.0,0.0,0,1,0
120,101.0,40.8028599999999,-73.94997,1.0,1.0,1,1,0.0,0.0,0,1,0
60,76.0,40.73256,-74.00008,1.0,1.0,1,1,0.0,0.0,0,1,0
111,101.0,40.79721,-73.94328,1.0,1.0,2,2,0.0,1.0,1,0,0
40,18.0,40.70479,-73.92316,1.0,1.0,1,1,0.0,0.0,0,1,0
35,18.0,40.64924,-73.96714,1.0,1.0,1,1,0.0,0.0,0,1,0
95,28.0,40.7185,-73.99805,1.0,1.0,1,1,0.0,0.0,0,1,0
89,181.0,40.71488,-73.96148,1.0,2.0,1,1,0.0,0.0,0,1,0
195,101.0,40.76044,-73.96068,1.0,1.0,2,3,1.0,1.0,1,0,0
75,101.0,40.8223099999999,-73.95626,1.0,1.0,1,1,0.0,0.0,0,1,0
100,136.0,40.7637099999999,-73.92049,1.0,1.0,1,1,0.0,0.0,1,0,0
149,18.0,40.72464,-73.9533,1.0,1.0,1,1,0.0,0.0,1,0,0
55,3.0,40.76348,-73.91995,1.0,1.0,1,1,0.0,0.0,0,1,0
199,181.0,40.7161599999999,-73.9435199999999,1.0,1.0,2,3,0.0,0.0,1,0,0
70,18.0,40.70043,-73.9216699999999,1.0,1.0,1,1,0.0,0.0,0,1,0
65,182.0,40.66036,-73.98244,1.0,1.0,1,1,0.0,0.0,0,1,0
43,101.0,40.81961,-73.93937,1.0,1.0,1,1,0.0,1.0,0,1,0
195,101.0,40.72517,-73.98742,1.0,1.0,1,1,0.0,0.0,1,0,0
150,18.0,40.73407,-73.95314,1.0,1.0,1,1,0.0,0.0,1,0,0
150,168.0,40.78147,-73.97806,1.0,1.0,1,1,0.0,0.0,1,0,0
100,101.0,40.7420599999999,-73.98014,1.0,1.0,1,1,0.0,0.0,0,1,0
50,18.0,40.7065799999999,-73.9380099999999,1.0,1.0,1,1,0.0,1.0,0,1,0
175,101.0,40.76448,-73.98187,1.0,1.5,1,1,0.0,0.0,1,0,0
185,101.0,40.78905,-73.96748,29.0,1.0,1,1,0.0,0.0,1,0,0
