price,neighbourhood,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,host_is_superhost,parking
100,Hamilton Heights,40.82796,-73.9505,Apartment,Private room,1.0,1,1,0.0,-1
43,Williamsbridge,40.88016,-73.84923,Townhouse,Private room,1.5,1,1,0.0,1
145,Gowanus,40.66845,-73.99181,Apartment,Entire home/apt,1.0,1,1,0.0,-1
85,Manhattan,40.83729,-73.94372,Apartment,Entire home/apt,1.0,2,3,0.0,1
100,Brooklyn,40.66596,-73.9549,Apartment,Private room,1.0,1,1,0.0,-1
180,Midtown,40.74317,-73.97508,Apartment,Entire home/apt,1.0,1,1,0.0,-1
150,Astoria,40.76457,-73.91205,Apartment,Entire home/apt,1.0,1,2,0.0,-1
165,Manhattan,40.75456,-73.9662599999999,Apartment,Entire home/apt,1.0,1,1,0.0,-1
50,Bedford-Stuyvesant,40.68549,-73.94951,Apartment,Private room,2.0,1,1,0.0,-1
130,Brooklyn,40.67995,-73.97021,Apartment,Entire home/apt,1.0,1,2,0.0,1
95,Harlem,40.80434,-73.95476,Apartment,Entire home/apt,1.0,1,1,0.0,-1
125,Midtown East,40.75244,-73.96619,Apartment,Entire home/apt,1.0,1,3,0.0,1
95,Manhattan,40.75248,-73.96695,Apartment,Entire home/apt,1.0,1,2,0.0,1
85,Midtown East,40.75427,-73.96689,Apartment,Entire home/apt,1.0,1,2,0.0,1
95,Bushwick,40.7046799999999,-73.92863,Apartment,Shared room,1.5,1,1,0.0,-1
50,Crown Heights,40.67033,-73.95262,Apartment,Private room,1.0,1,1,0.0,-1
80,Clinton Hill,40.68917,-73.96545,Apartment,Private room,1.0,1,1,0.0,-1
37,Brooklyn,40.6887599999999,-73.90824,Apartment,Private room,2.0,1,1,0.0,-1
90,Crown Heights,40.6794,-73.9616,Apartment,Private room,1.0,1,1,0.0,-1
85,Upper West Side,40.7915,-73.9669699999999,Apartment,Private room,1.0,1,1,0.0,-1
79,Prospect Heights,40.67904,-73.97289,Apartment,Private room,1.0,1,1,0.0,1
100,Manhattan,40.7277099999999,-73.98549,Apartment,Private room,1.0,1,1,0.0,-1
254,Brooklyn,40.66442,-73.99047,Loft,Entire home/apt,1.0,3,4,0.0,-1
45,Brooklyn,40.68383,-73.95298,Apartment,Private room,1.0,1,1,0.0,-1
275,Cobble Hill,40.68617,-73.99632,Apartment,Entire home/apt,1.0,1,1,0.0,-1
38,Brooklyn,40.70295,-73.91354,Apartment,Private room,1.5,1,1,0.0,-1
100,Brooklyn,40.68675,-73.93749,Apartment,Entire home/apt,1.0,1,1,0.0,-1
103,Williamsburg,40.70816,-73.94244,Apartment,Private room,1.0,1,1,0.0,-1
99,Manhattan,40.77427,-73.95325,Apartment,Entire home/apt,1.0,2,3,0.0,-1
185,Manhattan,40.76172,-73.96074,Apartment,Entire home/apt,1.0,1,1,0.0,-1
86,Financial District,40.70373,-74.00827,Apartment,Private room,1.0,1,1,0.0,-1
117,Upper West Side,40.79228,-73.97414,Apartment,Entire home/apt,1.0,1,2,0.0,1
50,Kensington,40.64469,-73.97086,Apartment,Private room,1.0,1,1,0.0,-1
175,Brooklyn,40.66437,-73.9823,Apartment,Entire home/apt,1.0,2,2,0.0,-1
95,Bushwick,40.70092,-73.92945,Apartment,Entire home/apt,1.5,1,1,0.0,-1
70,Manhattan,40.72503,-73.9769599999999,Apartment,Private room,1.0,1,1,0.0,-1
150,Williamsburg,40.70777,-73.94816,Apartment,Private room,1.5,1,1,0.0,-1
50,Crown Heights,40.66934,-73.94976,Apartment,Private room,1.0,1,1,0.0,-1
99,Kips Bay,40.7424599999999,-73.9767,Apartment,Private room,1.0,1,1,0.0,-1
200,Manhattan,40.76609,-73.98038,Apartment,Entire home/apt,1.5,2,2,0.0,-1
70,Greenpoint,40.7317599999999,-73.95371,Apartment,Private room,1.0,1,1,0.0,-1
125,Midtown,40.7476799999999,-73.9756199999999,Apartment,Private room,1.0,1,1,0.0,-1
180,Greenwich Village,40.72812,-73.99983,Apartment,Entire home/apt,1.0,1,1,0.0,-1
80,Brooklyn,40.6868,-73.96517,House,Private room,2.0,1,1,0.0,-1
45,Queens,40.68337,-73.8431,House,Private room,1.0,1,1,0.0,-1
99,Brooklyn,40.6834799999999,-73.96394,Loft,Entire home/apt,1.0,1,1,0.0,-1
225,Manhattan,40.72229,-73.98913,Apartment,Entire home/apt,1.0,1,1,0.0,-1
150,Queens,40.76042,-73.92073,Apartment,Entire home/apt,1.0,2,2,0.0,-1
180,Manhattan,40.72999,-73.98764,Apartment,Private room,1.0,1,1,0.0,-1
80,Hamilton Heights,40.82899,-73.95024,Apartment,Private room,1.0,1,2,0.0,-1
175,Kips Bay,40.72912,-73.97624,Apartment,Entire home/apt,1.0,1,2,0.0,-1
100,Williamsburg,40.71114,-73.94438,Apartment,Private room,1.0,1,1,0.0,-1
85,Brooklyn,40.70037,-73.9282099999999,Apartment,Private room,2.0,1,1,0.0,-1
65,East Harlem,40.7911299999999,-73.94792,Apartment,Private room,1.0,1,1,0.0,1
150,Manhattan,40.70465,-74.00773,Apartment,Private room,2.0,1,2,0.0,-1
40,Brooklyn,40.68843,-73.91577,Apartment,Private room,2.0,1,1,0.0,-1
200,Upper West Side,40.77773,-73.97764,Apartment,Private room,1.0,1,1,0.0,-1
124,Queens,40.76974,-73.91819,Apartment,Entire home/apt,1.0,1,1,0.0,1
200,Midtown,40.7645099999999,-73.9882,Apartment,Private room,1.0,1,1,0.0,-1
50,Upper West Side,40.80107,-73.96065,Apartment,Entire home/apt,1.0,2,2,0.0,-1
160,Manhattan,40.71763,-73.99753,Apartment,Entire home/apt,1.0,1,1,0.0,-1
200,Manhattan,40.71942,-73.98605,Apartment,Entire home/apt,1.0,1,1,0.0,-1
300,Lower East Side,40.7182,-73.9932599999999,Apartment,Entire home/apt,1.0,2,2,0.0,-1
200,Chelsea,40.74583,-74.00405,Apartment,Entire home/apt,1.0,1,2,0.0,-1
49,Brooklyn,40.6909099999999,-73.91402,Apartment,Private room,1.0,1,1,0.0,1
55,Brooklyn,40.70765,-73.95116,Apartment,Private room,1.0,1,1,0.0,1
260,East Village,40.72551,-73.9854199999999,Apartment,Entire home/apt,2.0,2,3,0.0,-1
150,Chelsea,40.74372,-73.99682,Apartment,Private room,2.0,1,2,0.0,-1
110,Boerum Hill,40.6889599999999,-73.98961,Apartment,Entire home/apt,1.0,1,1,0.0,-1
65,Crown Heights,40.6727799999999,-73.95688,Apartment,Private room,1.0,1,1,0.0,-1
175,Brooklyn,40.68924,-73.96453,House,Private room,1.5,1,1,0.0,-1
130,Brooklyn,40.69191,-73.99331,Apartment,Entire home/apt,1.0,1,1,0.0,-1
240,Williamsburg,40.71411,-73.9495,Apartment,Entire home/apt,2.0,3,3,0.0,1
130,Bedford-Stuyvesant,40.68886,-73.95212,Apartment,Entire home/apt,1.0,2,2,0.0,-1
97,Hell's Kitchen,40.76719,-73.98533,Apartment,Entire home/apt,1.0,1,2,0.0,-1
50,Brooklyn,40.58414,-73.95489,Apartment,Private room,1.0,1,1,0.0,-1
88,Brooklyn,40.70516,-73.91946,Loft,Entire home/apt,1.0,1,1,0.0,-1
65,Bushwick,40.7014099999999,-73.9178199999999,Apartment,Private room,1.0,1,1,0.0,-1
120,Brooklyn,40.70969,-73.94925,Apartment,Entire home/apt,1.0,1,1,0.0,-1
70,Brooklyn,40.6776,-73.94918,Condominium,Entire home/apt,2.0,2,2,0.0,-1
75,Prospect Heights,40.67935,-73.9691199999999,Apartment,Private room,1.0,1,1,0.0,-1
275,Brooklyn Heights,40.69454,-73.99547,Apartment,Entire home/apt,1.0,2,2,0.0,-1
60,Brooklyn,40.6297099999999,-73.95069,Apartment,Entire home/apt,1.0,1,1,0.0,-1
125,Brooklyn,40.6785,-73.96041,Apartment,Entire home/apt,1.0,1,1,0.0,-1
65,Brooklyn,40.70583,-73.91658,Guest suite,Private room,1.0,1,1,0.0,1
145,Manhattan,40.80442,-73.96338,Apartment,Entire home/apt,1.0,1,2,0.0,-1
130,Upper East Side,40.7620299999999,-73.96183,Apartment,Private room,1.0,1,1,0.0,-1
125,Astoria,40.75741,-73.92509,Apartment,Entire home/apt,1.0,1,1,0.0,-1
75,Manhattan,40.8664799999999,-73.92754,Apartment,Entire home/apt,1.0,1,1,0.0,1
72,Brooklyn,40.64919,-73.96129,Apartment,Entire home/apt,1.0,1,1,0.0,-1
45,Queens,40.7451299999999,-73.8825,Apartment,Private room,1.0,1,1,0.0,1
70,Sunset Park,40.64605,-74.00338,House,Private room,1.0,1,1,1.0,-1
150,Brooklyn,40.72996,-73.95302,Apartment,Entire home/apt,1.0,2,2,0.0,-1
70,Bedford-Stuyvesant,40.6926799999999,-73.95575,Apartment,Private room,1.0,1,1,0.0,1
42,Bedford-Stuyvesant,40.6815,-73.9126699999999,Apartment,Private room,2.5,1,1,0.0,-1
225,Manhattan,40.72904,-74.00116,Apartment,Entire home/apt,1.0,1,1,0.0,-1
70,Brooklyn,40.67006,-73.9553,Apartment,Private room,1.0,1,1,0.0,-1
60,Brooklyn,40.6832,-73.98109,Apartment,Private room,1.0,1,1,0.0,-1
180,Manhattan,40.76736,-73.98383,Apartment,Entire home/apt,1.0,1,1,0.0,-1
150,Manhattan,40.72011,-73.99465,Apartment,Entire home/apt,1.0,2,2,0.0,1
100,Bedford-Stuyvesant,40.69627,-73.94371,House,Entire home/apt,1.0,2,2,1.0,-1
225,Williamsburg,40.71396,-73.94021,Apartment,Entire home/apt,1.0,1,1,0.0,-1
125,Crown Heights,40.66948,-73.9515699999999,Apartment,Entire home/apt,1.0,1,1,0.0,-1
140,Lower East Side,40.71633,-73.99133,Apartment,Entire home/apt,1.0,1,1,0.0,-1
250,Fort Greene,40.6920299999999,-73.97088,Apartment,Entire home/apt,1.0,2,2,0.0,1
69,Brooklyn,40.7025299999999,-73.91889,Apartment,Private room,1.0,1,1,0.0,-1
275,Midtown,40.76332,-73.9863,Apartment,Entire home/apt,1.0,1,1,0.0,-1
125,East Harlem,40.80732,-73.93972,Apartment,Entire home/apt,1.0,1,1,0.0,1
100,Boerum Hill,40.68234,-73.98168,Apartment,Private room,1.0,1,1,0.0,-1
190,Brooklyn,40.7077,-73.94785,Condominium,Entire home/apt,1.0,1,1,0.0,1
125,Manhattan,40.77669,-73.9769599999999,Apartment,Entire home/apt,1.0,1,1,0.0,-1
300,Inwood,40.86494,-73.9267199999999,Apartment,Entire home/apt,2.0,3,4,0.0,1
225,Manhattan,40.79527,-73.96486,Apartment,Entire home/apt,1.0,1,1,0.0,-1
300,Flatiron District,40.73932,-73.99032,Apartment,Entire home/apt,1.0,2,2,0.0,-1
120,Greenwich Village,40.73222,-73.9969,Apartment,Private room,1.0,1,1,0.0,-1
59,Greenpoint,40.72418,-73.94757,Apartment,Private room,1.0,1,1,0.0,-1
65,Sunset Park,40.64132,-74.01767,Apartment,Private room,1.0,1,1,1.0,-1
40,Queens,40.7446099999999,-73.91514,Apartment,Private room,1.0,1,1,0.0,1
250,Manhattan,40.72285,-73.99409,Apartment,Entire home/apt,1.0,1,1,0.0,-1
71,Harlem,40.78615,-73.94295,Apartment,Private room,1.0,1,1,0.0,-1
109,Harlem,40.81964,-73.9468,Apartment,Entire home/apt,1.0,1,1,0.0,-1
55,Brooklyn,40.71279,-73.9641,Apartment,Private room,1.0,1,1,0.0,-1
70,Manhattan,40.82389,-73.94033,Apartment,Entire home/apt,1.0,1,1,0.0,1
109,Harlem,40.8219099999999,-73.95736,Apartment,Entire home/apt,1.0,2,4,0.0,-1
40,Queens,40.69958,-73.90825,Apartment,Private room,1.0,1,1,0.0,-1
70,Astoria,40.75358,-73.92336,Apartment,Private room,1.0,1,1,0.0,-1
50,Queens,40.7438299999999,-73.9207699999999,Apartment,Private room,1.0,1,1,0.0,-1
120,Lower East Side,40.71579,-73.99253,Apartment,Private room,1.0,1,1,1.0,-1
200,Brooklyn,40.6945,-73.99543,Apartment,Entire home/apt,1.0,1,1,0.0,-1
300,Brooklyn,40.68382,-73.96292,Apartment,Entire home/apt,1.0,4,4,0.0,-1
175,Greenwich Village,40.72969,-73.9995,Apartment,Entire home/apt,1.0,1,1,0.0,-1
75,Bedford-Stuyvesant,40.68998,-73.9564599999999,Apartment,Private room,1.0,1,1,0.0,-1
119,Sunnyside,40.74628,-73.9196,Apartment,Entire home/apt,1.0,1,1,0.0,1
165,Manhattan,40.76067,-73.9602,Apartment,Entire home/apt,1.0,2,3,1.0,1
40,The Bronx,40.85062,-73.9025099999999,Apartment,Private room,1.0,1,1,0.0,-1
265,Manhattan,40.78286,-73.98339,Apartment,Entire home/apt,1.0,2,3,1.0,1
130,Manhattan,40.78141,-73.98445,Apartment,Entire home/apt,1.0,1,2,1.0,1
85,Brooklyn,40.6461,-73.97332,Apartment,Entire home/apt,1.0,1,1,0.0,-1
70,Brooklyn,40.66412,-73.95591,Apartment,Private room,1.0,1,1,0.0,-1
225,Hell's Kitchen,40.7583,-73.99001,Apartment,Private room,1.0,1,1,0.0,-1
46,Brooklyn,40.66915,-73.95339,Apartment,Private room,1.0,1,1,0.0,-1
75,Brooklyn,40.6741,-73.94496,Apartment,Private room,1.0,1,1,0.0,-1
150,Harlem,40.80739,-73.95159,Apartment,Entire home/apt,1.0,2,2,0.0,1
380,Hell's Kitchen,40.76102,-73.9888199999999,Apartment,Entire home/apt,1.0,1,4,0.0,-1
110,Lower East Side,40.7180599999999,-73.98493,Apartment,Private room,1.0,1,1,0.0,-1
78,Manhattan,40.7082,-74.00139,Apartment,Private room,1.0,1,1,0.0,-1
250,Manhattan,40.7771599999999,-73.94779,Apartment,Entire home/apt,1.0,2,2,0.0,-1
200,Brooklyn,40.71281,-73.9657,Apartment,Entire home/apt,1.0,1,1,0.0,1
55,Brooklyn,40.6763,-73.95764,Apartment,Private room,1.0,1,1,0.0,1
65,Brooklyn,40.68679,-73.92327,Apartment,Private room,1.0,1,1,1.0,1
175,Chelsea,40.74244,-73.99854,Apartment,Entire home/apt,1.0,1,1,0.0,-1
205,Manhattan,40.7813,-73.98319,Apartment,Entire home/apt,2.0,2,3,1.0,1
90,Sunnyside,40.7446799999999,-73.91102,Apartment,Entire home/apt,1.0,1,1,0.0,-1
175,Chelsea,40.7414099999999,-73.99996,Apartment,Entire home/apt,1.0,1,1,0.0,-1
85,Manhattan,40.7282,-74.00165,Apartment,Private room,1.0,1,1,0.0,-1
125,Harlem,40.79717,-73.93298,Apartment,Entire home/apt,1.0,1,1,0.0,-1
118,Greenpoint,40.72023,-73.9479,Apartment,Private room,1.0,1,2,1.0,-1
52,Bedford-Stuyvesant,40.67917,-73.92565,Apartment,Private room,1.0,1,1,0.0,-1
107,Queens,40.75782,-73.92128,Apartment,Entire home/apt,1.0,2,2,0.0,-1
150,Manhattan,40.71763,-73.98359,Apartment,Entire home/apt,1.5,2,2,1.0,1
85,Harlem,40.81831,-73.93833,Apartment,Entire home/apt,1.0,2,1,0.0,-1
175,Manhattan,40.79432,-73.9763699999999,Apartment,Private room,1.0,1,1,0.0,-1
50,Brooklyn,40.66948,-73.93638,Apartment,Private room,1.0,1,1,0.0,-1
80,Manhattan,40.76537,-73.99438,Apartment,Entire home/apt,1.0,1,1,0.0,-1
75,Brooklyn,40.7208599999999,-73.94609,Apartment,Private room,1.0,1,1,0.0,-1
155,The Bronx,40.87829,-73.83471,Apartment,Entire home/apt,1.0,2,2,1.0,1
250,The Bronx,40.88017,-73.83484,Apartment,Entire home/apt,1.0,3,4,1.0,1
130,Soho,40.72101,-74.00189,Loft,Private room,1.0,1,1,0.0,-1
65,Astoria,40.75202,-73.93588,Apartment,Shared room,1.0,1,2,0.0,-1
50,The Bronx,40.85465,-73.85669,Apartment,Private room,1.0,1,1,0.0,-1
450,Hell's Kitchen,40.7666,-73.98475,Apartment,Entire home/apt,1.0,1,1,0.0,-1
40,Brooklyn,40.70516,-73.91609,Apartment,Private room,1.0,1,1,0.0,-1
75,Manhattan,40.71652,-73.99801,Apartment,Private room,2.0,1,1,0.0,-1
62,Brooklyn,40.71189,-73.94632,Apartment,Private room,1.0,1,1,0.0,-1
200,Lower East Side,40.72076,-73.98925,Apartment,Entire home/apt,1.0,1,2,0.0,-1
100,Brooklyn,40.6729,-73.96003,Apartment,Entire home/apt,1.0,1,2,0.0,-1
45,Lefferts Garden,40.65833,-73.95196,Apartment,Private room,1.0,1,1,0.0,-1
95,Brooklyn,40.72811,-73.94925,Apartment,Private room,1.0,1,1,0.0,1
120,Bedford-Stuyvesant,40.6830099999999,-73.93738,Loft,Entire home/apt,1.0,1,1,0.0,1
85,Brooklyn,40.7116,-73.96774,Apartment,Shared room,1.0,1,1,0.0,-1
230,Brooklyn,40.67347,-73.96544,Apartment,Entire home/apt,1.0,2,2,0.0,1
100,Brooklyn,40.7313,-73.9534099999999,Apartment,Private room,1.0,1,1,0.0,-1
140,Manhattan,40.74045,-73.98175,Apartment,Private room,1.0,1,1,0.0,-1
125,Manhattan,40.7076,-74.0136699999999,Apartment,Private room,1.0,1,1,0.0,-1
240,Williamsburg,40.70971,-73.96561,Apartment,Entire home/apt,1.0,1,1,0.0,1
380,Brooklyn,40.72514,-73.95392,Apartment,Entire home/apt,1.0,3,3,0.0,-1
150,Upper East Side,40.77569,-73.95721,Apartment,Entire home/apt,1.0,1,1,0.0,-1
89,Queens,40.76435,-73.83211,Apartment,Private room,1.0,1,1,0.0,1
50,Queens,40.78631,-73.83923,House,Private room,1.0,1,3,1.0,1
65,Queens,40.70739,-73.91498,Apartment,Private room,1.0,1,1,0.0,-1
350,Tribeca,40.71732,-74.00981,Apartment,Entire home/apt,1.0,2,2,0.0,1
125,Brooklyn,40.67477,-73.9496099999999,Apartment,Entire home/apt,1.0,1,1,0.0,1
80,Brooklyn,40.71505,-73.93936,Apartment,Entire home/apt,1.0,1,2,0.0,-1
125,Brooklyn,40.68138,-73.9926,Apartment,Private room,1.0,1,1,0.0,-1
288,Brooklyn,40.6767599999999,-73.96683,House,Entire home/apt,2.5,3,3,0.0,-1
290,Financial District,40.7106799999999,-74.00713,Apartment,Entire home/apt,2.0,2,2,0.0,-1
229,Manhattan,40.7964099999999,-73.94847,Apartment,Entire home/apt,2.0,2,2,1.0,1
60,Prospect Heights,40.67824,-73.96514,Apartment,Private room,1.0,1,1,0.0,-1
70,Bedford-Stuyvesant,40.6955,-73.94385,Apartment,Private room,1.0,1,1,0.0,-1
350,Manhattan,40.76263,-73.9887,Apartment,Entire home/apt,1.0,1,1,0.0,-1
250,Manhattan,40.78147,-73.98315,Apartment,Entire home/apt,1.0,2,3,1.0,1
75,Harlem,40.80535,-73.95407,Apartment,Private room,1.0,1,1,0.0,1
60,Brooklyn,40.70898,-73.9328599999999,Apartment,Private room,1.0,1,1,0.0,-1
200,Downtown Brooklyn,40.6978,-73.98396,Apartment,Private room,1.0,1,1,0.0,-1
80,Manhattan,40.77209,-73.95083,Apartment,Private room,1.0,1,1,0.0,-1
300,Brooklyn,40.69119,-73.99438,Apartment,Entire home/apt,2.0,2,2,0.0,-1
75,Manhattan,40.73718,-73.98373,Apartment,Private room,1.0,1,1,0.0,-1
500,Midtown,40.7655,-73.98018,Other,Private room,2.0,1,1,0.0,-1
135,Manhattan,40.73273,-73.98969,Apartment,Private room,1.0,1,3,0.0,1
250,Manhattan,40.7253599999999,-73.9856,Apartment,Entire home/apt,1.0,1,1,0.0,-1
155,Manhattan,40.7606,-73.96028,Apartment,Entire home/apt,1.0,2,2,1.0,1
65,Brooklyn,40.68951,-73.95524,Apartment,Private room,1.0,1,1,1.0,1
90,Greenpoint,40.72474,-73.94733,Apartment,Entire home/apt,1.0,1,2,0.0,-1
90,Williamsburg,40.71677,-73.95773,Apartment,Private room,1.0,1,1,0.0,-1
89,Manhattan,40.73345,-74.0030199999999,Apartment,Private room,1.0,1,1,0.0,-1
70,Brooklyn,40.66135,-73.9872599999999,Apartment,Private room,1.0,1,1,0.0,-1
83,Clinton Hill,40.68574,-73.95758,Apartment,Entire home/apt,1.0,2,1,0.0,-1
70,Brooklyn,40.69494,-73.9550699999999,Apartment,Private room,1.0,1,1,0.0,-1
50,Brooklyn,40.69604,-73.94504,House,Private room,1.0,1,1,1.0,-1
220,Brooklyn,40.7134299999999,-73.94842,Apartment,Entire home/apt,1.0,2,2,0.0,-1
150,Financial District,40.71182,-74.00497,Apartment,Entire home/apt,1.0,1,1,0.0,-1
50,Brooklyn,40.70126,-73.93731,Apartment,Private room,2.0,1,1,0.0,-1
90,Sunnyside,40.7451299999999,-73.91685,Apartment,Entire home/apt,1.0,1,3,1.0,1
150,Brooklyn,40.71223,-73.95681,Apartment,Private room,1.0,1,1,0.0,-1
150,Upper East Side,40.77636,-73.95099,Apartment,Entire home/apt,1.0,1,1,0.0,-1
415,Brooklyn,40.63854,-73.95814,House,Entire home/apt,3.5,6,6,0.0,1
165,Manhattan,40.78305,-73.98398,Apartment,Entire home/apt,1.0,2,3,1.0,1
250,Upper East Side,40.77421,-73.95361,Apartment,Entire home/apt,1.5,2,2,0.0,-1
100,East Village,40.7295,-73.98398,Apartment,Entire home/apt,1.0,1,1,0.0,-1
80,Queens,40.71158,-73.85273,House,Private room,1.0,1,2,0.0,1
140,Brooklyn,40.6926,-73.94719,Apartment,Entire home/apt,1.0,1,1,0.0,-1
83,Harlem,40.80954,-73.94227,Townhouse,Private room,1.0,1,1,0.0,1
99,Whitestone,40.78598,-73.77915,Apartment,Private room,1.0,1,1,1.0,1
79,Brooklyn,40.71102,-73.9562699999999,Loft,Private room,1.0,1,1,0.0,1
100,Williamsburg,40.71759,-73.94388,Apartment,Private room,1.0,1,1,0.0,1
160,Brooklyn,40.68854,-73.99533,Apartment,Entire home/apt,1.0,1,2,0.0,-1
45,Brooklyn,40.7020599999999,-73.91342,Apartment,Private room,1.0,1,1,0.0,-1
60,Brooklyn,40.67467,-73.96557,Apartment,Private room,1.0,1,1,0.0,-1
275,Manhattan,40.73822,-74.0060599999999,Apartment,Entire home/apt,1.0,2,3,0.0,-1
85,Staten Island,40.6375,-74.07654,Apartment,Private room,2.0,1,1,0.0,1
90,Brooklyn,40.71577,-73.94604,Apartment,Private room,1.0,1,1,0.0,-1
195,Williamsburg,40.70783,-73.94858,Apartment,Entire home/apt,1.0,1,2,0.0,-1
120,East Village,40.72695,-73.98675,Apartment,Entire home/apt,1.0,1,1,0.0,-1
115,Midtown East,40.75587,-73.96856,Apartment,Entire home/apt,2.0,2,2,0.0,-1
33,Brooklyn,40.66809,-73.93373,Apartment,Private room,1.0,1,1,0.0,-1
55,Brooklyn,40.68163,-73.96709,Apartment,Private room,1.0,1,1,0.0,-1
150,Crown Heights,40.67131,-73.94979,Apartment,Entire home/apt,1.0,1,1,0.0,-1
40,Bedford-Stuyvesant,40.68716,-73.91882,Loft,Private room,1.5,1,1,0.0,-1
79,Manhattan,40.79678,-73.96545,Apartment,Private room,1.0,1,1,0.0,-1
140,Harlem,40.80657,-73.95532,Apartment,Entire home/apt,1.0,1,1,0.0,-1
198,Manhattan,40.73253,-73.99826,Apartment,Entire home/apt,1.0,1,1,0.0,-1
65,Flatbush,40.65887,-73.95105,Apartment,Private room,1.0,1,1,0.0,-1
125,Upper East Side,40.77944,-73.95296,Apartment,Entire home/apt,1.0,1,2,0.0,-1
125,Brooklyn,40.71135,-73.96596,Apartment,Entire home/apt,2.0,2,2,0.0,-1
170,Manhattan,40.70663,-74.0117,Apartment,Private room,1.0,1,1,0.0,-1
115,East Harlem,40.79643,-73.93543,Apartment,Entire home/apt,1.0,1,2,0.0,-1
350,Park Slope,40.67365,-73.9814,Townhouse,Entire home/apt,2.5,3,3,0.0,1
135,Queens,40.7440099999999,-73.95094,Apartment,Entire home/apt,1.0,1,1,0.0,-1
40,Williamsburg,40.70792,-73.9460199999999,Apartment,Private room,1.0,1,1,0.0,1
70,Brooklyn,40.68833,-73.94329,Apartment,Private room,1.0,1,1,0.0,-1
100,Harlem,40.82415,-73.94113,Apartment,Private room,2.0,1,1,0.0,1
195,Manhattan,40.76761,-73.95391,Apartment,Entire home/apt,1.0,1,1,0.0,-1
200,Brooklyn,40.65494,-73.97478,Apartment,Entire home/apt,3.0,3,5,0.0,-1
150,Greenwood Heights,40.66298,-73.9901199999999,House,Entire home/apt,2.5,3,5,0.0,-1
60,Brooklyn,40.69237,-73.92097,Apartment,Private room,1.5,1,1,0.0,-1
30,Brooklyn,40.69092,-73.90443,Loft,Private room,2.0,1,1,0.0,1
105,Astoria,40.76117,-73.9265,Apartment,Entire home/apt,1.0,1,2,0.0,1
38,The Rockaways,40.59642,-73.7560599999999,Apartment,Private room,1.0,1,1,1.0,1
70,Brooklyn,40.68977,-73.95603,Apartment,Private room,1.0,1,1,0.0,-1
72,Brooklyn,40.67116,-73.94293,Apartment,Entire home/apt,1.0,1,1,0.0,1
70,Upper West Side,40.80173,-73.96625,Apartment,Private room,1.0,1,1,0.0,-1
45,Downtown Brooklyn,40.69605,-73.98207,Apartment,Private room,1.0,1,1,0.0,-1
139,Brooklyn,40.60059,-73.95899,Apartment,Private room,1.0,1,1,0.0,-1
45,Bedford-Stuyvesant,40.69467,-73.9501,Apartment,Private room,1.0,1,1,0.0,1
85,Brooklyn,40.66437,-73.98353,Townhouse,Entire home/apt,1.0,1,2,0.0,-1
85,Manhattan,40.72042,-73.97998,Apartment,Private room,1.0,1,1,0.0,1
95,Brooklyn,40.67198,-73.93011,Apartment,Entire home/apt,1.0,1,1,0.0,-1
230,East Village,40.7295,-73.98623,Apartment,Entire home/apt,1.0,2,2,0.0,-1
150,Hamilton Heights,40.82227,-73.94878,Apartment,Entire home/apt,1.0,1,2,0.0,1
225,Manhattan,40.74041,-73.98176,Apartment,Entire home/apt,1.0,1,1,0.0,-1
116,Brooklyn,40.72862,-73.95495,Apartment,Entire home/apt,1.0,2,2,0.0,-1
115,Harlem,40.80302,-73.93476,Apartment,Entire home/apt,1.0,1,2,0.0,-1
126,Brooklyn,40.72614,-73.94813,Apartment,Entire home/apt,1.0,1,1,0.0,-1
174,Lefferts Garden,40.65649,-73.95854,Apartment,Entire home/apt,1.5,3,3,0.0,-1
149,Manhattan,40.74479,-73.97573,Apartment,Entire home/apt,1.0,1,1,0.0,-1
150,Manhattan,40.76802,-73.95653,Apartment,Entire home/apt,1.0,1,1,0.0,-1
150,Mariners Harbor,40.62726,-74.1588,Apartment,Entire home/apt,2.0,3,4,0.0,1
40,Brooklyn,40.6692599999999,-73.93603,Apartment,Private room,1.5,1,1,0.0,1
150,Upper East Side,40.76201,-73.96084,Apartment,Entire home/apt,1.0,1,2,0.0,-1
55,Manhattan,40.759,-73.9701,Apartment,Private room,1.0,3,2,0.0,-1
150,Manhattan,40.78633,-73.95218,Apartment,Entire home/apt,1.0,1,1,0.0,-1
45,Brooklyn,40.73712,-73.95521,Apartment,Private room,1.0,1,1,0.0,-1
320,Brooklyn,40.71526,-73.95016,Apartment,Entire home/apt,3.5,3,3,0.0,-1
144,Park Slope,40.68247,-73.97961,Apartment,Entire home/apt,1.0,1,3,0.0,-1
40,Brooklyn,40.6988799999999,-73.92081,Apartment,Private room,1.0,1,1,0.0,-1
115,Brooklyn,40.71843,-73.95725,Apartment,Private room,1.0,1,1,0.0,-1
75,Manhattan,40.7057299999999,-74.00855,Apartment,Shared room,1.0,1,1,0.0,-1
47,Queens,40.74125,-73.89035,Apartment,Private room,1.0,1,1,0.0,-1
100,Williamsburg,40.70709,-73.95191,Apartment,Private room,1.0,1,1,0.0,1
50,Manhattan,40.8545,-73.93169,Apartment,Shared room,1.0,1,1,0.0,-1
250,Manhattan,40.73226,-74.00644,Apartment,Entire home/apt,1.0,2,3,0.0,-1
115,Harlem,40.80177,-73.9571,Condominium,Entire home/apt,1.0,1,1,0.0,-1
