Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CT2,PM2.5,05/01/2018 06:30,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 06:45,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 07:00,11.00000,ug m-3,R
CT2,PM2.5,05/01/2018 07:15,11.00000,ug m-3,R
CT2,PM2.5,05/01/2018 07:30,11.00000,ug m-3,R
CT2,PM2.5,05/01/2018 07:45,11.00000,ug m-3,R
CT2,PM2.5,05/01/2018 08:00,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 08:15,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 08:30,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 08:45,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 09:00,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 09:15,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 09:30,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 09:45,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 10:00,5.00000,ug m-3,R
CT2,PM2.5,05/01/2018 10:15,5.00000,ug m-3,R
CT2,PM2.5,05/01/2018 10:30,5.00000,ug m-3,R
CT2,PM2.5,05/01/2018 10:45,5.00000,ug m-3,R
CT2,PM2.5,05/01/2018 11:00,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 11:15,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 11:30,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 11:45,6.00000,ug m-3,R
CT2,PM2.5,05/01/2018 12:00,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 12:15,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 12:30,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 12:45,9.00000,ug m-3,R
CT2,PM2.5,05/01/2018 13:00,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 13:15,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 13:30,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 13:45,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 14:00,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 14:15,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 14:30,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 14:45,10.00000,ug m-3,R
CT2,PM2.5,05/01/2018 15:00,18.00000,ug m-3,R
CT2,PM2.5,05/01/2018 15:15,18.00000,ug m-3,R
CT2,PM2.5,05/01/2018 15:30,18.00000,ug m-3,R
CT2,PM2.5,05/01/2018 15:45,18.00000,ug m-3,R
CT2,PM2.5,05/01/2018 16:00,14.00000,ug m-3,R
CT2,PM2.5,05/01/2018 16:15,14.00000,ug m-3,R
CT2,PM2.5,05/01/2018 16:30,14.00000,ug m-3,R
CT2,PM2.5,05/01/2018 16:45,14.00000,ug m-3,R
CT2,PM2.5,05/01/2018 17:00,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 17:15,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 17:30,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 17:45,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 18:00,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 18:15,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 18:30,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 18:45,12.00000,ug m-3,R
CT2,PM2.5,05/01/2018 19:00,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 19:15,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 19:30,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 19:45,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 20:00,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 20:15,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 20:30,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 20:45,17.00000,ug m-3,R
CT2,PM2.5,05/01/2018 21:00,20.00000,ug m-3,R
CT2,PM2.5,05/01/2018 21:15,20.00000,ug m-3,R
CT2,PM2.5,05/01/2018 21:30,20.00000,ug m-3,R
CT2,PM2.5,05/01/2018 21:45,20.00000,ug m-3,R
CT2,PM2.5,05/01/2018 22:00,26.00000,ug m-3,R
CT2,PM2.5,05/01/2018 22:15,26.00000,ug m-3,R
CT2,PM2.5,05/01/2018 22:30,26.00000,ug m-3,R
CT2,PM2.5,05/01/2018 22:45,26.00000,ug m-3,R
CT2,PM2.5,05/01/2018 23:00,24.00000,ug m-3,R
CT2,PM2.5,05/01/2018 23:15,24.00000,ug m-3,R
CT2,PM2.5,05/01/2018 23:30,24.00000,ug m-3,R
CT2,PM2.5,05/01/2018 23:45,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 00:00,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 00:15,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 00:30,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 00:45,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 01:00,26.00000,ug m-3,R
CT2,PM2.5,06/01/2018 01:15,26.00000,ug m-3,R
CT2,PM2.5,06/01/2018 01:30,26.00000,ug m-3,R
CT2,PM2.5,06/01/2018 01:45,26.00000,ug m-3,R
CT2,PM2.5,06/01/2018 02:00,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 02:15,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 02:30,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 02:45,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 03:00,31.00000,ug m-3,R
CT2,PM2.5,06/01/2018 03:15,31.00000,ug m-3,R
CT2,PM2.5,06/01/2018 03:30,31.00000,ug m-3,R
CT2,PM2.5,06/01/2018 03:45,31.00000,ug m-3,R
CT2,PM2.5,06/01/2018 04:00,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 04:15,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 04:30,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 04:45,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 05:00,20.00000,ug m-3,R
CT2,PM2.5,06/01/2018 05:15,20.00000,ug m-3,R
CT2,PM2.5,06/01/2018 05:30,20.00000,ug m-3,R
CT2,PM2.5,06/01/2018 05:45,20.00000,ug m-3,R
CT2,PM2.5,06/01/2018 06:00,30.00000,ug m-3,R
CT2,PM2.5,06/01/2018 06:15,30.00000,ug m-3,R
CT2,PM2.5,06/01/2018 06:30,30.00000,ug m-3,R
CT2,PM2.5,06/01/2018 06:45,30.00000,ug m-3,R
CT2,PM2.5,06/01/2018 07:00,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 07:15,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 07:30,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 07:45,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 08:00,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 08:15,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 08:30,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 08:45,28.00000,ug m-3,R
CT2,PM2.5,06/01/2018 09:00,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 09:15,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 09:30,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 09:45,29.00000,ug m-3,R
CT2,PM2.5,06/01/2018 10:00,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 10:15,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 10:30,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 10:45,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 11:00,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 11:15,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 11:30,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 11:45,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 12:00,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 12:15,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 12:30,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 12:45,24.00000,ug m-3,R
CT2,PM2.5,06/01/2018 13:00,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 13:15,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 13:30,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 13:45,22.00000,ug m-3,R
CT2,PM2.5,06/01/2018 14:00,15.00000,ug m-3,R
CT2,PM2.5,06/01/2018 14:15,15.00000,ug m-3,R
CT2,PM2.5,06/01/2018 14:30,15.00000,ug m-3,R
CT2,PM2.5,06/01/2018 14:45,15.00000,ug m-3,R
CT2,PM2.5,06/01/2018 15:00,16.00000,ug m-3,R
CT2,PM2.5,06/01/2018 15:15,16.00000,ug m-3,R
CT2,PM2.5,06/01/2018 15:30,16.00000,ug m-3,R
CT2,PM2.5,06/01/2018 15:45,16.00000,ug m-3,R
CT2,PM2.5,06/01/2018 16:00,11.00000,ug m-3,R
CT2,PM2.5,06/01/2018 16:15,11.00000,ug m-3,R
CT2,PM2.5,06/01/2018 16:30,11.00000,ug m-3,R
CT2,PM2.5,06/01/2018 16:45,11.00000,ug m-3,R
CT2,PM2.5,06/01/2018 17:00,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 17:15,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 17:30,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 17:45,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 18:00,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 18:15,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 18:30,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 18:45,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 19:00,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 19:15,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 19:30,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 19:45,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 20:00,10.00000,ug m-3,R
CT2,PM2.5,06/01/2018 20:15,10.00000,ug m-3,R
CT2,PM2.5,06/01/2018 20:30,10.00000,ug m-3,R
CT2,PM2.5,06/01/2018 20:45,10.00000,ug m-3,R
CT2,PM2.5,06/01/2018 21:00,8.00000,ug m-3,R
CT2,PM2.5,06/01/2018 21:15,8.00000,ug m-3,R
CT2,PM2.5,06/01/2018 21:30,8.00000,ug m-3,R
CT2,PM2.5,06/01/2018 21:45,8.00000,ug m-3,R
CT2,PM2.5,06/01/2018 22:00,13.00000,ug m-3,R
CT2,PM2.5,06/01/2018 22:15,13.00000,ug m-3,R
CT2,PM2.5,06/01/2018 22:30,13.00000,ug m-3,R
CT2,PM2.5,06/01/2018 22:45,13.00000,ug m-3,R
CT2,PM2.5,06/01/2018 23:00,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 23:15,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 23:30,9.00000,ug m-3,R
CT2,PM2.5,06/01/2018 23:45,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 00:00,4.00000,ug m-3,R
CT2,PM2.5,07/01/2018 00:15,4.00000,ug m-3,R
CT2,PM2.5,07/01/2018 00:30,4.00000,ug m-3,R
CT2,PM2.5,07/01/2018 00:45,4.00000,ug m-3,R
CT2,PM2.5,07/01/2018 01:00,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 01:15,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 01:30,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 01:45,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 02:00,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 02:15,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 02:30,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 02:45,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 03:00,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 03:15,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 03:30,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 03:45,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 04:00,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 04:15,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 04:30,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 04:45,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 05:00,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 05:15,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 05:30,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 05:45,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 06:00,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 06:15,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 06:30,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 06:45,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 07:00,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 07:15,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 07:30,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 07:45,3.00000,ug m-3,R
CT2,PM2.5,07/01/2018 08:00,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 08:15,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 08:30,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 08:45,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 09:00,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 09:15,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 09:30,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 09:45,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 10:00,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 10:15,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 10:30,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 10:45,5.00000,ug m-3,R
CT2,PM2.5,07/01/2018 11:00,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 11:15,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 11:30,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 11:45,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 12:00,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 12:15,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 12:30,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 12:45,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 13:00,18.00000,ug m-3,R
CT2,PM2.5,07/01/2018 13:15,18.00000,ug m-3,R
CT2,PM2.5,07/01/2018 13:30,18.00000,ug m-3,R
CT2,PM2.5,07/01/2018 13:45,18.00000,ug m-3,R
CT2,PM2.5,07/01/2018 14:00,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 14:15,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 14:30,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 14:45,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 15:00,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 15:15,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 15:30,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 15:45,8.00000,ug m-3,R
CT2,PM2.5,07/01/2018 16:00,11.00000,ug m-3,R
CT2,PM2.5,07/01/2018 16:15,11.00000,ug m-3,R
CT2,PM2.5,07/01/2018 16:30,11.00000,ug m-3,R
CT2,PM2.5,07/01/2018 16:45,11.00000,ug m-3,R
CT2,PM2.5,07/01/2018 17:00,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 17:15,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 17:30,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 17:45,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 18:00,12.00000,ug m-3,R
CT2,PM2.5,07/01/2018 18:15,12.00000,ug m-3,R
CT2,PM2.5,07/01/2018 18:30,12.00000,ug m-3,R
CT2,PM2.5,07/01/2018 18:45,12.00000,ug m-3,R
CT2,PM2.5,07/01/2018 19:00,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 19:15,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 19:30,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 19:45,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 20:00,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 20:15,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 20:30,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 20:45,7.00000,ug m-3,R
CT2,PM2.5,07/01/2018 21:00,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 21:15,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 21:30,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 21:45,6.00000,ug m-3,R
CT2,PM2.5,07/01/2018 22:00,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 22:15,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 22:30,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 22:45,9.00000,ug m-3,R
CT2,PM2.5,07/01/2018 23:00,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 23:15,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 23:30,10.00000,ug m-3,R
CT2,PM2.5,07/01/2018 23:45,10.00000,ug m-3,R
CT2,PM2.5,08/01/2018 00:00,8.00000,ug m-3,R
CT2,PM2.5,08/01/2018 00:15,8.00000,ug m-3,R
CT2,PM2.5,08/01/2018 00:30,8.00000,ug m-3,R
CT2,PM2.5,08/01/2018 00:45,8.00000,ug m-3,R
CT2,PM2.5,08/01/2018 01:00,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 01:15,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 01:30,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 01:45,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 02:00,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 02:15,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 02:30,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 02:45,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 03:00,11.00000,ug m-3,R
CT2,PM2.5,08/01/2018 03:15,11.00000,ug m-3,R
CT2,PM2.5,08/01/2018 03:30,11.00000,ug m-3,R
CT2,PM2.5,08/01/2018 03:45,11.00000,ug m-3,R
CT2,PM2.5,08/01/2018 04:00,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 04:15,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 04:30,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 04:45,9.00000,ug m-3,R
CT2,PM2.5,08/01/2018 05:00,10.00000,ug m-3,R
CT2,PM2.5,08/01/2018 05:15,10.00000,ug m-3,R
CT2,PM2.5,08/01/2018 05:30,10.00000,ug m-3,R
CT2,PM2.5,08/01/2018 05:45,10.00000,ug m-3,R
CT2,PM2.5,08/01/2018 06:00,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 06:15,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 06:30,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 06:45,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 07:00,14.00000,ug m-3,R
CT2,PM2.5,08/01/2018 07:15,14.00000,ug m-3,R
CT2,PM2.5,08/01/2018 07:30,14.00000,ug m-3,R
CT2,PM2.5,08/01/2018 07:45,14.00000,ug m-3,R
CT2,PM2.5,08/01/2018 08:00,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 08:15,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 08:30,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 08:45,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 09:00,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 09:15,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 09:30,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 09:45,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 10:00,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 10:15,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 10:30,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 10:45,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 11:00,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 11:15,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 11:30,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 11:45,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 12:00,15.00000,ug m-3,R
CT2,PM2.5,08/01/2018 12:15,15.00000,ug m-3,R
CT2,PM2.5,08/01/2018 12:30,15.00000,ug m-3,R
CT2,PM2.5,08/01/2018 12:45,15.00000,ug m-3,R
CT2,PM2.5,08/01/2018 13:00,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 13:15,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 13:30,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 13:45,12.00000,ug m-3,R
CT2,PM2.5,08/01/2018 14:00,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 14:15,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 14:30,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 14:45,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 15:00,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 15:15,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 15:30,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 15:45,17.00000,ug m-3,R
CT2,PM2.5,08/01/2018 16:00,194.00000,ug m-3,R
CT2,PM2.5,08/01/2018 16:15,194.00000,ug m-3,R
CT2,PM2.5,08/01/2018 16:30,194.00000,ug m-3,R
CT2,PM2.5,08/01/2018 16:45,194.00000,ug m-3,R
CT2,PM2.5,08/01/2018 17:00,21.00000,ug m-3,R
CT2,PM2.5,08/01/2018 17:15,21.00000,ug m-3,R
CT2,PM2.5,08/01/2018 17:30,21.00000,ug m-3,R
CT2,PM2.5,08/01/2018 17:45,21.00000,ug m-3,R
CT2,PM2.5,08/01/2018 18:00,22.00000,ug m-3,R
CT2,PM2.5,08/01/2018 18:15,22.00000,ug m-3,R
CT2,PM2.5,08/01/2018 18:30,22.00000,ug m-3,R
CT2,PM2.5,08/01/2018 18:45,22.00000,ug m-3,R
CT2,PM2.5,08/01/2018 19:00,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 19:15,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 19:30,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 19:45,20.00000,ug m-3,R
CT2,PM2.5,08/01/2018 20:00,19.00000,ug m-3,R
CT2,PM2.5,08/01/2018 20:15,19.00000,ug m-3,R
CT2,PM2.5,08/01/2018 20:30,19.00000,ug m-3,R
CT2,PM2.5,08/01/2018 20:45,19.00000,ug m-3,R
CT2,PM2.5,08/01/2018 21:00,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 21:15,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 21:30,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 21:45,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 22:00,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 22:15,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 22:30,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 22:45,25.00000,ug m-3,R
CT2,PM2.5,08/01/2018 23:00,27.00000,ug m-3,R
CT2,PM2.5,08/01/2018 23:15,27.00000,ug m-3,R
CT2,PM2.5,08/01/2018 23:30,27.00000,ug m-3,R
CT2,PM2.5,08/01/2018 23:45,27.00000,ug m-3,R
CT2,PM2.5,09/01/2018 00:00,25.00000,ug m-3,R
CT2,PM2.5,09/01/2018 00:15,25.00000,ug m-3,R
CT2,PM2.5,09/01/2018 00:30,25.00000,ug m-3,R
CT2,PM2.5,09/01/2018 00:45,25.00000,ug m-3,R
CT2,PM2.5,09/01/2018 01:00,22.00000,ug m-3,R
CT2,PM2.5,09/01/2018 01:15,22.00000,ug m-3,R
CT2,PM2.5,09/01/2018 01:30,22.00000,ug m-3,R
CT2,PM2.5,09/01/2018 01:45,22.00000,ug m-3,R
CT2,PM2.5,09/01/2018 02:00,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 02:15,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 02:30,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 02:45,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 03:00,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 03:15,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 03:30,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 03:45,24.00000,ug m-3,R
CT2,PM2.5,09/01/2018 04:00,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 04:15,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 04:30,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 04:45,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 05:00,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 05:15,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 05:30,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 05:45,30.00000,ug m-3,R
CT2,PM2.5,09/01/2018 06:00,27.00000,ug m-3,R
CT2,PM2.5,09/01/2018 06:15,27.00000,ug m-3,R
CT2,PM2.5,09/01/2018 06:30,27.00000,ug m-3,R
CT2,PM2.5,09/01/2018 06:45,27.00000,ug m-3,R
CT2,PM2.5,09/01/2018 07:00,32.00000,ug m-3,R
CT2,PM2.5,09/01/2018 07:15,32.00000,ug m-3,R
CT2,PM2.5,09/01/2018 07:30,32.00000,ug m-3,R
CT2,PM2.5,09/01/2018 07:45,32.00000,ug m-3,R
CT2,PM2.5,09/01/2018 08:00,34.00000,ug m-3,R
CT2,PM2.5,09/01/2018 08:15,34.00000,ug m-3,R
CT2,PM2.5,09/01/2018 08:30,34.00000,ug m-3,R
CT2,PM2.5,09/01/2018 08:45,34.00000,ug m-3,R
CT2,PM2.5,09/01/2018 09:00,28.00000,ug m-3,R
CT2,PM2.5,09/01/2018 09:15,28.00000,ug m-3,R
CT2,PM2.5,09/01/2018 09:30,28.00000,ug m-3,R
CT2,PM2.5,09/01/2018 09:45,28.00000,ug m-3,R
CT2,PM2.5,09/01/2018 10:00,26.00000,ug m-3,R
CT2,PM2.5,09/01/2018 10:15,26.00000,ug m-3,R
CT2,PM2.5,09/01/2018 10:30,26.00000,ug m-3,R
CT2,PM2.5,09/01/2018 10:45,26.00000,ug m-3,R
CT2,PM2.5,09/01/2018 11:00,33.00000,ug m-3,R
CT2,PM2.5,09/01/2018 11:15,33.00000,ug m-3,R
CT2,PM2.5,09/01/2018 11:30,33.00000,ug m-3,R
CT2,PM2.5,09/01/2018 11:45,33.00000,ug m-3,R
CT2,PM2.5,09/01/2018 12:00,37.00000,ug m-3,R
CT2,PM2.5,09/01/2018 12:15,37.00000,ug m-3,R
CT2,PM2.5,09/01/2018 12:30,37.00000,ug m-3,R
CT2,PM2.5,09/01/2018 12:45,37.00000,ug m-3,R
